OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
1224,400325,HAVERFORD  AVE,41240,B,3,Conventional,23.0612854288128
1225,400328,HAVERFORD  AVE,41240,B,3,Conventional,77.3542537803228
1226,400337,N  57TH  ST,88950,B,3,Conventional,98.6752982345157
1227,400355,HAVERFORD  AVE,41240,B,3,Conventional,242.35524094727
1228,400374,VINE  ST,80120,B,4,Conventional,74.0426410517104
1229,400375,VINE  ST,80120,B,4,Conventional,74.0741037911133
1230,400376,VINE  ST,80120,B,4,Conventional,74.6546172220081
1231,400382,VINE  ST,80120,B,4,Conventional,107.17311991255
1232,400384,RACE  ST,67120,B,4,Conventional,67.1778129108683
1233,400385,HAVERFORD  AVE,41240,B,3,Conventional,202.604663165421
1234,400387,RACE  ST,67120,B,4,Conventional,111.509927351483
1235,400389,VINE  ST,80120,B,4,Conventional,241.038892158304
1236,400391,LANSDOWNE  AVE,49020,B,3,Conventional,1084.20097103988
1237,400392,RACE  ST,67120,FT,4,Conventional,66.4468066241072
1238,400394,HAVERFORD  AVE,41240,B,3,Conventional,102.384570361874
1239,400396,RACE  ST,67120,FT,4,Conventional,52.6543382052552
1240,400399,RACE  ST,67120,FT,4,Conventional,111.590473078761
1241,400404,RACE  ST,67120,FT,4,Conventional,35.711866236574
1242,400406,VINE  ST,80120,B,4,Conventional,68.371044571107
1243,400409,VINE  ST,80120,B,4,Conventional,56.7592926252157
1244,400410,N  57TH  ST,88950,B,3,Conventional,112.006327630409
1245,400413,VINE  ST,80120,B,4,Conventional,51.8029619248835
1246,400414,RACE  ST,67120,FT,4,Conventional,27.6392837197939
1247,400417,HAVERFORD  AVE,41240,B,3,Conventional,126.134487214412
1248,400418,RACE  ST,67120,FT,4,Conventional,71.1396723704368
1249,400420,RACE  ST,67120,FT,4,Conventional,79.8048299300419
1250,400421,HAVERFORD  AVE,41240,B,3,Conventional,40.325334667241
1251,400422,RACE  ST,67120,FT,4,Conventional,74.2324953318889
1252,400424,RACE  ST,67120,FT,4,Conventional,74.0339914845967
1253,400426,RACE  ST,67120,FT,4,Conventional,74.2692198743051
1254,400428,RACE  ST,67120,FT,4,Conventional,64.9029528086774
1255,400429,RACE  ST,67120,FT,4,Conventional,28.0639328919901
1256,400430,N  57TH  ST,88950,B,3,Conventional,111.889573072392
1257,400432,RACE  ST,67120,FT,4,Conventional,93.7612937978739
1258,400434,ARCH  ST,13000,TF,4,Conventional,19.6636905016441
1259,400436,ARCH  ST,13000,TF,4,Conventional,32.4919041003135
1260,400440,RACE  ST,67120,FT,4,Conventional,68.5062591902647
1261,400442,RACE  ST,67120,FT,4,Conventional,56.3208669943368
1262,400444,N  57TH  ST,88950,B,3,Conventional,111.718006612431
1263,400446,RACE  ST,67120,FT,4,Conventional,77.5333063021491
1264,400449,RACE  ST,67120,FT,4,Conventional,75.4712343594947
1265,400450,RACE  ST,67120,FT,4,Conventional,57.3516944144243
1266,400453,RACE  ST,67120,FT,4,Conventional,53.3744887723048
1267,400455,ARCH  ST,13000,TF,4,Conventional,63.6549254452161
1268,400456,RACE  ST,67120,FT,4,Conventional,57.9345352200489
1269,400458,ARCH  ST,13000,TF,4,Conventional,79.8158148018126
1270,400459,N  57TH  ST,88950,B,3,Conventional,53.7917824028762
1271,400461,ARCH  ST,13000,TF,4,Conventional,74.1009704864508
1272,400464,ARCH  ST,13000,TF,4,Conventional,52.7699918180366
1273,400465,ARCH  ST,13000,TF,4,Conventional,66.0969291711321
1274,400466,ARCH  ST,13000,TF,4,Conventional,159.152013342063
1275,400471,MARKET  ST,53560,B,3,Conventional,86.2293768102957
1276,400473,MARKET  ST,53560,B,3,Conventional,65.9381986102206
1277,400475,N  57TH  ST,88950,B,3,Conventional,77.4523888363504
1278,400476,MARKET  ST,53560,B,3,Conventional,78.2751583926397
1279,400478,MARKET  ST,53560,B,3,Conventional,76.6025234254113
1280,400479,MARKET  ST,53560,B,3,Conventional,72.6687603165076
1281,400481,MARKET  ST,53560,B,3,Conventional,83.4931745540491
1282,400482,MARKET  ST,53560,B,3,Conventional,66.4601021711066
1283,400483,N  57TH  ST,88950,B,3,Conventional,63.088446467268
1284,400485,MARKET  ST,53560,B,3,Conventional,83.2692354456753
1285,400486,MARKET  ST,53560,B,3,Conventional,65.0426409914532
1286,400488,MARKET  ST,53560,B,3,Conventional,74.6261205302289
1287,400489,MARKET  ST,53560,B,3,Conventional,222.812044392398
1288,400490,MARKET  ST,53560,B,3,Conventional,218.633271629469
1289,400491,MARKET  ST,53560,B,3,Conventional,82.2044961740361
1290,400492,MARKET  ST,53560,B,3,Conventional,66.2686899767885
1291,400494,MARKET  ST,53560,B,3,Conventional,78.5604491723645
1292,400496,MARKET  ST,53560,B,3,Conventional,231.719915751391
1293,400497,MARKET  ST,53560,B,3,Conventional,62.5122935371039
1294,400498,MARKET  ST,53560,B,3,Conventional,52.1291309002628
1295,400500,MARKET  ST,53560,B,3,Conventional,58.87169914842
1296,400501,MARKET  ST,53560,B,3,Conventional,69.4681574162667
1297,400502,MARKET  ST,53560,B,3,Conventional,75.6603132571331
1298,400503,MARKET  ST,53560,B,3,Conventional,60.0128887400266
1299,400505,MARKET  ST,53560,B,3,Conventional,66.8285020755048
1300,400506,MARKET  ST,53560,B,3,Conventional,72.3637907786189
1301,400508,MARKET  ST,53560,B,3,Conventional,150.982166640239
1302,400510,MARKET  ST,53560,B,3,Conventional,111.756204892626
1303,400525,WALNUT  ST,81140,FT,2,Paint Buffered,222.756786258702
1304,400529,WALNUT  ST,81140,FT,2,Paint Buffered,66.9969254144773
1305,400535,WALNUT  ST,81140,FT,2,Paint Buffered,71.0012813953035
1306,400536,WALNUT  ST,81140,FT,2,Paint Buffered,67.0310699317173
1307,400537,S  57TH  ST,88960,B,3,Conventional,111.743461776331
1308,400538,WALNUT  ST,81140,FT,2,Paint Buffered,81.180867001299
1309,400539,WALNUT  ST,81140,FT,2,Paint Buffered,82.9746943250878
1310,400542,WALNUT  ST,81140,FT,2,Paint Buffered,64.5689048581921
1311,400544,WALNUT  ST,81140,FT,2,Paint Buffered,79.3445467411874
1312,400549,WALNUT  ST,81140,FT,2,Paint Buffered,231.538504636744
1313,400552,WALNUT  ST,81140,FT,2,Paint Buffered,70.6302019732958
1314,400554,WALNUT  ST,81140,FT,2,Paint Buffered,60.9666421077691
1315,400556,WALNUT  ST,81140,FT,2,Paint Buffered,70.8421220890193
1316,400561,SPRUCE  ST,73960,B,3,Conventional,82.492810786949
1317,400565,SPRUCE  ST,73960,B,3,Conventional,224.428379479471
1318,400574,SPRUCE  ST,73960,B,3,Conventional,222.955278246119
1319,400575,SPRUCE  ST,73960,B,3,Conventional,78.1875186508366
1320,400576,SPRUCE  ST,73960,B,3,Conventional,59.2016779777494
1321,400578,SPRUCE  ST,73960,B,3,Conventional,80.6901663263165
1322,400580,SPRUCE  ST,73960,B,3,Conventional,81.2856570691272
1323,400582,SPRUCE  ST,73960,B,3,Conventional,78.0018313534342
1324,400583,SPRUCE  ST,73960,B,3,Conventional,123.566679851808
1325,400585,SPRUCE  ST,73960,B,3,Conventional,107.436722194207
1326,400601,RACE  ST,67120,FT,4,Conventional,20.1640429849566
1327,400607,HAVERFORD  AVE,41240,B,3,Conventional,39.848616975293
1328,400608,HAVERFORD  AVE,41240,B,3,Conventional,20.436519095726
1329,400615,SPRUCE  ST,73960,B,3,Conventional,62.5340731948051
1330,400620,HAVERFORD  AVE,41240,B,3,Conventional,106.487290672124
1331,400702,LANCASTER  AVE,48900,B,2,Conventional,160.392989661594
1332,400753,HAVERFORD  AVE,41240,B,3,Conventional,62.6669617558993
1333,400759,HAVERFORD  AVE,41240,B,3,Conventional,93.0470396694484
1334,400763,HAVERFORD  AVE,41240,B,3,Conventional,55.3716424116065
1335,400766,HAVERFORD  AVE,41240,B,3,Conventional,53.9802608056725
1336,400769,HAVERFORD  AVE,41240,B,3,Conventional,50.7093797702222
1337,400773,HAVERFORD  AVE,41240,B,3,Conventional,93.4701490911597
1338,400787,HAVERFORD  AVE,41240,B,3,Conventional,103.760195764861
1339,400791,HAVERFORD  AVE,41240,B,3,Conventional,33.4732232870762
1340,400798,HAVERFORD  AVE,41240,B,3,Conventional,79.2651581706295
1341,400802,HAVERFORD  AVE,41240,B,3,Conventional,242.058669180802
1342,400836,LANCASTER  AVE,48900,B,2,Conventional,350.812045737529
1343,400837,LANSDOWNE  AVE,49020,B,3,Conventional,145.128188297331
1344,400838,LANSDOWNE  AVE,49020,B,3,Conventional,261.868042337947
1345,400841,HAVERFORD  AVE,41240,B,3,Conventional,404.597528001927
1346,400844,VINE  ST,80120,B,4,Conventional,208.056995254889
1347,400846,N  52ND  ST,88820,B,2,Sharrow,277.730776820736
1348,400847,SPRUCE  ST,73960,B,3,Conventional,64.4923060119747
1349,400848,N  59TH  ST,88990,B,3,Conventional,465.322127111165
1350,400849,LANCASTER  AVE,48900,B,2,Conventional,143.405248398957
1351,400852,HAVERFORD  AVE,41240,B,3,Conventional,154.267228975116
1352,400855,N  57TH  ST,88950,B,3,Conventional,219.789736336429
1353,400857,HAVERFORD  AVE,41240,B,3,Conventional,105.070749657844
1354,400858,SPRUCE  ST,73960,B,3,Conventional,203.440304364226
1355,400860,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,272.054678743616
1356,400928,CARDINGTON  RD,21325,B,3,Conventional,873.080426838301
1357,401112,LANCASTER  AVE,48900,B,2,Conventional,268.567356990774
1358,401144,HAVERFORD  AVE,41240,B,3,Conventional,192.688308359436
1359,401150,UPLAND  WAY,78980,B,4,Conventional,376.280154217553
1360,401194,RACE  ST,67120,B,4,Conventional,111.199819468277
1361,401197,ARCH  ST,13000,FT,5,Conventional,119.937210169874
1362,401231,HAVERFORD  AVE,41240,B,3,Conventional,111.473285532842
1363,401273,N  57TH  ST,88950,B,3,Conventional,234.171947586247
1364,401314,HAVERFORD  AVE,41240,B,3,Conventional,124.879691353613
1365,401315,HAVERFORD  AVE,41240,B,3,Conventional,123.447340352834
1366,401333,N  57TH  ST,88950,B,3,Conventional,226.03493373447
1367,401345,N  57TH  ST,88950,B,3,Conventional,75.2473264369905
1368,401404,LANCASTER  AVE,48900,B,2,Conventional,102.951754987971
1369,401420,N  57TH  ST,88950,B,3,Conventional,227.472680907571
1370,401424,N  57TH  ST,88950,B,3,Conventional,80.8727505805552
1371,401427,N  57TH  ST,88950,B,3,Conventional,92.2966919606601
1372,401435,N  57TH  ST,88950,B,3,Conventional,88.5218224241569
1373,401439,N  57TH  ST,88950,B,3,Conventional,79.3022380208515
1374,401453,JEFFERSON  ST,46020,B,3,Sharrow,193.263027023207
1375,401455,N  54TH  ST,88870,B,3,Sharrow,90.0011196755542
1376,401456,N  54TH  ST,88870,B,3,Sharrow,69.489100174206
1377,401458,N  57TH  ST,88950,B,3,Conventional,100.321968942997
1378,401461,N  57TH  ST,88950,B,3,Conventional,94.7447867115264
1379,401463,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,82.258801740814
1380,401465,JEFFERSON  ST,46020,B,3,Sharrow,166.215494196331
1381,401474,N  52ND  ST,88820,B,2,Sharrow,83.3082268921919
1382,401478,LANCASTER  AVE,48900,B,2,Conventional,208.24351002154
1383,401482,LANCASTER  AVE,48900,B,2,Conventional,201.153667277969
1384,401484,LANCASTER  AVE,48900,B,2,Conventional,250.028820614166
1385,401525,RACE  ST,67120,B,4,Conventional,94.8465512072671
1386,401527,RACE  ST,67120,B,4,Conventional,60.8028912805734
1387,401538,HAVERFORD  AVE,41240,B,3,Conventional,140.147235828611
1388,401545,HAVERFORD  AVE,41240,B,3,Conventional,91.333006725413
1389,401552,RACE  ST,67120,FT,4,Conventional,56.4658495657742
1390,401553,RACE  ST,67120,FT,4,Conventional,34.3249419212124
1391,401556,RACE  ST,67120,FT,4,Conventional,75.9424993342421
1392,401559,RACE  ST,67120,FT,4,Conventional,83.78315475236
1393,401561,ARCH  ST,13000,TF,4,Conventional,77.5883591363028
1394,401562,ARCH  ST,13000,TF,4,Conventional,76.8714009609379
1395,401563,ARCH  ST,13000,TF,4,Conventional,70.1307321720779
1396,401564,RACE  ST,67120,B,4,Conventional,119.526109447178
1397,401565,ARCH  ST,13000,TF,4,Conventional,66.890678090295
1398,401566,ARCH  ST,13000,TF,4,Conventional,33.7779108650528
1399,401572,ARCH  ST,13000,TF,4,Conventional,75.8179674583789
1400,401573,ARCH  ST,13000,TF,4,Conventional,83.3382822699919
1401,401574,ARCH  ST,13000,TF,4,Conventional,66.9976785005529
1402,401575,MARKET  ST,53560,B,3,Conventional,73.5063072607499
1403,401579,RACE  ST,67120,FT,4,Conventional,72.6618368871781
1404,401580,ARCH  ST,13000,TF,4,Conventional,72.5872632299965
1405,401581,RACE  ST,67120,FT,4,Conventional,38.9916536287616
1406,401585,RACE  ST,67120,FT,4,Conventional,71.6165949154528
1407,401604,N  57TH  ST,88950,B,3,Conventional,74.130076813195
1408,401622,HAVERFORD  AVE,41240,B,3,Conventional,98.5752313361832
1409,401627,RACE  ST,67120,FT,4,Conventional,72.9692182918167
1410,401629,VINE  ST,80120,B,4,Conventional,111.408871188656
1411,401637,HAVERFORD  AVE,41240,B,3,Conventional,192.202912816686
1412,401658,RACE  ST,67120,FT,4,Conventional,129.006559915956
1413,401661,RACE  ST,67120,FT,4,Conventional,122.029596626683
1414,401662,ARCH  ST,13000,TF,4,Conventional,79.220354105115
1415,401669,ARCH  ST,13000,TF,4,Conventional,74.2376549763499
1416,401671,N  57TH  ST,88950,B,3,Conventional,57.6676751797242
1417,401672,HAVERFORD  AVE,41240,B,3,Conventional,209.485443668891
1418,401673,N  57TH  ST,88950,B,3,Conventional,95.2636009194027
1419,401684,RACE  ST,67120,FT,4,Conventional,90.8235816989554
1420,401689,RACE  ST,67120,FT,4,Conventional,65.7510352349839
1421,401691,ARCH  ST,13000,TF,4,Conventional,63.7255931881382
1422,401694,ARCH  ST,13000,TF,4,Conventional,64.7910648160044
1423,401695,ARCH  ST,13000,TF,4,Conventional,60.7819171519841
1424,401696,RACE  ST,67120,FT,4,Conventional,125.909715333279
1425,401697,ARCH  ST,13000,TF,4,Conventional,65.5117349928413
1426,401702,ARCH  ST,13000,TF,4,Conventional,72.3795858420783
1427,401704,ARCH  ST,13000,TF,4,Conventional,60.7481563740459
1428,401705,ARCH  ST,13000,TF,4,Conventional,54.4865484773377
1429,401706,RACE  ST,67120,FT,4,Conventional,60.6833863093062
1430,401708,ARCH  ST,13000,TF,4,Conventional,75.0386099551242
1431,401711,ARCH  ST,13000,TF,4,Conventional,63.2017277809721
1432,401713,ARCH  ST,13000,TF,4,Conventional,84.6713436351365
1433,401716,ARCH  ST,13000,TF,4,Conventional,111.685303862959
1434,401718,ARCH  ST,13000,TF,4,Conventional,69.8601334953927
1435,401726,ARCH  ST,13000,TF,4,Conventional,82.3859026011212
1436,401728,RACE  ST,67120,FT,4,Conventional,52.7393173890064
1437,401731,ARCH  ST,13000,TF,4,Conventional,78.3683796718768
1438,401733,N  57TH  ST,88950,B,3,Conventional,91.3617787507193
1439,401735,ARCH  ST,13000,TF,4,Conventional,166.156695115731
1440,401738,ARCH  ST,13000,TF,4,Conventional,74.0915707912877
1441,401757,MARKET  ST,53560,B,3,Conventional,72.5766987846629
1442,401776,S  57TH  ST,88960,B,3,Conventional,113.425436251419
1443,401778,S  57TH  ST,88960,B,3,Conventional,110.133074327091
1444,401818,WALNUT  ST,81140,FT,2,Paint Buffered,243.005305027501
1445,401828,S  57TH  ST,88960,B,3,Conventional,168.124591944218
1446,401842,S  57TH  ST,88960,B,3,Conventional,111.686413153987
1447,401845,WALNUT  ST,81140,FT,2,Paint Buffered,222.23163952285
1448,401852,WALNUT  ST,81140,FT,2,Paint Buffered,223.146791044424
1449,401856,WALNUT  ST,81140,FT,2,Paint Buffered,77.1209614658829
1450,401857,WALNUT  ST,81140,FT,2,Paint Buffered,78.3926757507926
1451,401862,WALNUT  ST,81140,FT,2,Paint Buffered,230.494450765188
1452,401888,WALNUT  ST,81140,FT,2,Paint Buffered,222.594746229521
1453,401898,SPRUCE  ST,73960,B,3,Conventional,243.362039456509
1454,401912,S  57TH  ST,88960,B,3,Conventional,179.072948084071
1455,401919,SPRUCE  ST,73960,B,3,Conventional,223.078950268578
1456,401923,SPRUCE  ST,73960,B,3,Conventional,83.2327825313518
1457,401924,SPRUCE  ST,73960,B,3,Conventional,222.141487241654
1458,401926,S  58TH  ST,88980,TF,4,Paint Buffered,79.4196757184184
1459,401927,S  57TH  ST,88960,B,3,Conventional,80.6305075004076
1460,401933,SPRUCE  ST,73960,B,3,Conventional,222.230723802358
1461,401938,HAVERFORD  AVE,41240,B,3,Conventional,59.1164479154461
1462,401941,HAVERFORD  AVE,41240,B,3,Conventional,81.0593040938927
1463,401942,HAVERFORD  AVE,41240,B,3,Conventional,205.845369105418
1464,401944,HAVERFORD  AVE,41240,B,3,Conventional,70.7895763441089
1465,401946,HAVERFORD  AVE,41240,B,3,Conventional,78.0650266075212
1466,402039,VINE  ST,80120,B,4,Conventional,129.014760682516
1467,402040,VINE  ST,80120,B,4,Conventional,42.3818472874217
1468,402044,N  54TH  ST,88870,B,3,Conventional,160.243127724881
1469,413639,VINE  ST,80120,B,4,Conventional,81.5341082097594
1470,413668,HAVERFORD  AVE,41240,B,3,Conventional,30.8233181519694
1471,413671,ARCH  ST,13000,TF,4,Conventional,6.26740297821643
1472,413672,N  54TH  ST,88870,B,3,Sharrow,84.9110073281057
1473,413674,RACE  ST,67120,FT,4,Conventional,104.990146487677
1474,413696,HAVERFORD  AVE,41240,B,3,Conventional,63.2712987326587
1475,413705,LANCASTER  AVE,48900,B,2,Conventional,302.178115607046
1476,413709,VINE  ST,80120,B,4,Conventional,91.0822168590482
1477,413710,HAVERFORD  AVE,41240,B,3,Conventional,105.886404430183
1478,413747,N  52ND  ST,88820,B,2,Sharrow,38.7535130895836
1479,413748,N  52ND  ST,88820,B,2,Sharrow,42.6823906865336
1480,420007,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,112.601977143938
1481,420011,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,115.272973258581
1482,420018,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,128.338165162543
1483,420030,BELMONT  AVE,16760,B,2,Conventional,60.4863782938555
1484,420031,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,89.3386872096752
1485,420039,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,87.5867195925469
1486,420046,N  33RD  ST,88440,B,3,Paint Buffered,198.698254011242
1487,420053,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,121.695050993571
1488,420057,PARKSIDE  AVE,63040,B,3,Two Way Separated Bike Lane,34.8780245561549
1489,420084,N  15TH  ST,88070,TF,4,Sharrow,47.9238723649845
1490,420098,BELMONT  AVE,16760,B,2,Conventional,210.386337684432
1491,420107,N  15TH  ST,88070,TF,4,Sharrow,59.6514273076345
1492,420121,PARKSIDE  AVE,63040,B,3,Conventional,279.444501566399
1493,420129,POPLAR  DR,65257,B,3,Conventional,265.947791122344
1494,420134,BELMONT  AVE,16760,B,2,Conventional,109.359881344023
1495,420152,LANCASTER  AVE,48900,B,2,Conventional,113.481947396997
1496,420174,BELMONT  AVE,16760,B,2,Conventional,110.158037641768
1497,420201,W  GIRARD  AVE,37040,B,2,Conventional,274.821629448506
1498,420205,LANCASTER  AVE,48900,B,2,Conventional,92.5162314870151
1499,420215,LANCASTER  AVE,48900,B,2,Conventional,46.1965216708549
1500,420217,N  15TH  ST,88070,TF,4,Sharrow,99.1924846836864
1501,420229,LANCASTER  AVE,48900,B,2,Conventional,191.572922696777
1502,420230,BELMONT  AVE,16760,B,2,Conventional,147.47934305102
1503,420239,BELMONT  AVE,16760,B,2,Conventional,36.4618422437664
1504,420246,LANCASTER  AVE,48900,B,2,Conventional,42.720295907733
1505,420247,BELMONT  AVE,16760,B,2,Conventional,78.0715586635922
1506,420268,LANCASTER  AVE,48900,B,2,Conventional,58.8523778982297
1507,420272,N  48TH  ST,88740,B,3,Conventional,304.046873429127
1508,420273,BELMONT  AVE,16760,B,2,Conventional,73.6543282263151
1509,420282,BELMONT  AVE,16760,B,2,Conventional,41.5000573242291
1510,420287,BELMONT  AVE,16760,B,2,Conventional,41.6150914677582
1511,420296,LANCASTER  AVE,48900,B,2,Conventional,72.0278427716248
1512,420308,N  48TH  ST,88740,B,3,Conventional,201.646940735067
1513,420317,BELMONT  AVE,16760,B,2,Conventional,136.3853083166
1514,420318,LANCASTER  AVE,48900,B,2,Conventional,115.028897585579
1515,420356,LANCASTER  AVE,48900,B,2,Conventional,49.0550837208439
1516,420385,N  48TH  ST,88740,B,3,Conventional,134.734737378986
1517,420420,N  33RD  ST,88440,FT,2,Sharrow,79.903554661849
1518,420425,LANCASTER  AVE,48900,B,2,Conventional,130.099830419057
1519,420433,N  34TH  ST,88460,TF,2,Conventional,82.4170349008372
1520,420436,N  48TH  ST,88740,B,3,Conventional,163.854452008675
1521,420442,LANCASTER  AVE,48900,B,2,Conventional,101.983512737845
1522,420454,N  33RD  ST,88440,FT,2,Sharrow,82.5374436587711
1523,420457,LANCASTER  AVE,48900,B,2,Conventional,50.080883660166
1524,420458,N  15TH  ST,88070,TF,4,Sharrow,100.543410719986
1525,420466,N  48TH  ST,88740,B,3,Conventional,80.1671627910881
1526,420469,N  34TH  ST,88460,TF,2,Conventional,81.7828709072358
1527,420500,LANCASTER  AVE,48900,B,2,Conventional,147.019653513938
1528,420504,N  15TH  ST,88070,TF,4,Sharrow,101.870243865705
1529,420506,N  34TH  ST,88460,TF,2,Conventional,83.6322722518924
1530,420509,N  48TH  ST,88740,B,3,Conventional,83.7375156807356
1531,420518,SPRING GARDEN  ST,73800,TF,2,Conventional,179.260523999281
1532,420529,N  21ST  ST,88190,TF,4,Sharrow,96.1344695332298
1533,420530,SPRING GARDEN  ST,73800,TF,2,Conventional,180.121258504608
1534,420537,LANCASTER  AVE,48900,B,2,Conventional,133.028341857892
1535,420542,SPRING GARDEN  ST,73800,TF,2,Conventional,212.845694588205
1536,420544,N  48TH  ST,88740,B,3,Conventional,85.1950503048404
1537,420547,N  34TH  ST,88460,TF,2,Conventional,88.3406873276892
1538,420550,N  15TH  ST,88070,TF,4,Sharrow,95.9179873021606
1539,420554,SPRING GARDEN  ST,73800,TF,2,Conventional,178.337366851978
1540,420562,SPRING GARDEN  ST,73800,TF,2,Conventional,177.245849819645
1541,420564,LANCASTER  AVE,48900,B,2,Conventional,96.3832793577149
1542,420568,SPRING GARDEN  ST,73800,TF,2,Conventional,178.153848974418
1543,420571,HAVERFORD  AVE,41240,B,3,Conventional,68.1752111625655
1544,420575,LANCASTER  AVE,48900,B,2,Conventional,39.0863092377737
1545,420577,HAVERFORD  AVE,41240,B,3,Conventional,43.6928131955846
1546,420582,SPRING GARDEN  ST,73800,TF,2,Conventional,176.975336960386
1547,420584,N  34TH  ST,88460,TF,2,Conventional,80.4168715729927
1548,420585,HAVERFORD  AVE,41240,FT,3,Conventional,163.457363451732
1549,420588,N  15TH  ST,88070,TF,4,Sharrow,92.6454749675018
1550,420589,SPRING GARDEN  ST,73800,TF,2,Conventional,177.150193117642
1551,420590,HAVERFORD  AVE,41240,B,3,Conventional,112.234943437029
1552,420593,N  22ND  ST,88210,FT,2,Separated Bike Lane,146.837144296758
1553,420597,HAVERFORD  AVE,41240,FT,3,Conventional,162.560281415338
1554,420602,N  48TH  ST,88740,B,3,Conventional,53.06753996912
1555,420608,N  48TH  ST,88740,B,3,Conventional,24.756458690951
1556,420610,HAVERFORD  AVE,41240,FT,3,Conventional,252.325861844806
1557,420613,N  21ST  ST,88190,TF,3,Sharrow,193.489030853452
1558,420614,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.333687199656
1559,420617,HAVERFORD  AVE,41240,FT,3,Conventional,165.21914738746
1560,420621,N  15TH  ST,88070,TF,3,Paint Buffered,104.39392285923
1561,420622,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.332601500582
1562,420623,HAVERFORD  AVE,41240,B,3,Conventional,36.7101491267719
1563,420624,HAVERFORD  AVE,41240,B,3,Conventional,52.8077318255914
1564,420625,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.034792315575
1565,420626,HAVERFORD  AVE,41240,B,3,Conventional,89.7581054930312
1566,420628,RACE  ST,67120,FT,4,Conventional,67.1857759207265
1567,420629,RACE  ST,67120,FT,4,Conventional,43.9479675747509
1568,420631,N  34TH  ST,88460,TF,2,Conventional,109.600486867396
1569,420632,SPRING GARDEN  ST,73800,TF,3,Two Way Separated Bike Lane,163.065924087966
1570,420633,N  38TH  ST,88540,FT,4,Conventional,84.0433342963515
1571,420634,HAVERFORD  AVE,41240,B,3,Conventional,100.399352015664
1572,420638,N  15TH  ST,88070,TF,3,Paint Buffered,89.4702807791108
1573,420640,HAVERFORD  AVE,41240,B,3,Conventional,188.162029478155
1574,420642,N  22ND  ST,88210,FT,2,Separated Bike Lane,167.498991573153
1575,420643,BENJAMIN FRANKLIN  PKWY,16880,FT,2,Paint Buffered,342.21855893024
1576,420644,HAVERFORD  AVE,41240,B,3,Conventional,142.906188961234
1577,420646,HAVERFORD  AVE,41240,B,3,Conventional,86.1418849287901
1578,420648,RACE  ST,67120,FT,4,Conventional,65.4199418844013
1579,420649,HAVERFORD  AVE,41240,B,3,Conventional,237.935612981126
1580,420650,HAVERFORD  AVE,41240,B,3,Conventional,101.481524258179
1581,420652,HAVERFORD  AVE,41240,B,3,Conventional,61.1277338944536
1582,420656,SPRING GARDEN  ST,73800,B,3,Two Way Separated Bike Lane,78.7907162331104
1583,420657,LANCASTER  AVE,48900,B,2,Conventional,84.5245727866695
1584,420659,N  22ND  ST,88210,FT,2,Separated Bike Lane,33.9882942451421
1585,420662,N  22ND  ST,88210,FT,2,Separated Bike Lane,23.2848801063654
1586,420665,N  34TH  ST,88460,TF,2,Conventional,107.715020010866
1587,420667,LANCASTER  AVE,48900,B,2,Conventional,106.973573694925
1588,420671,N  22ND  ST,88210,FT,2,Separated Bike Lane,36.7958507190187
1589,420672,BENJAMIN FRANKLIN  PKWY,16880,TF,2,Paint Buffered,395.944477308787
1590,420680,LANCASTER  AVE,48900,B,2,Conventional,56.0448705943537
1591,420688,N  22ND  ST,88210,FT,2,Conventional,56.9501621715592
1592,420699,N  38TH  ST,88540,FT,4,Conventional,106.901855362686
1593,420700,N  21ST  ST,88190,TF,3,Sharrow,31.9133733361842
1594,420701,ARCH  ST,13000,TF,4,Conventional,111.00461556138
1595,420706,LANCASTER  AVE,48900,B,2,Conventional,158.980888564976
1596,420707,N  21ST  ST,88190,TF,3,Sharrow,22.9614914390388
1597,420712,ARCH  ST,13000,TF,4,Conventional,111.318540639773
1598,420713,N  18TH  ST,88130,FT,4,Sharrow,68.7451065827039
1599,420717,ARCH  ST,13000,TF,4,Conventional,106.268290563344
1600,420719,ARCH  ST,13000,TF,4,Conventional,23.6378720503288
1601,420728,N  21ST  ST,88190,TF,3,Sharrow,35.6073337237572
1602,420729,BENJAMIN FRANKLIN  PKWY,16880,TF,2,Paint Buffered,215.244544694381
1603,420734,N  18TH  ST,88130,FT,4,Sharrow,44.2734363343032
1604,420738,POWELTON  AVE,65460,B,3,Conventional,188.467870740799
1605,420744,POWELTON  AVE,65460,B,3,Conventional,138.706897434911
1606,420751,BENJAMIN FRANKLIN  PKWY,16880,FT,2,Paint Buffered,260.583663948546
1607,420753,POWELTON  AVE,65460,B,3,Conventional,162.676198778793
1608,420756,POWELTON  AVE,65460,B,3,Conventional,56.6606111487748
