OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
2916,543216,E  PALMER  ST,62820,FT,4,Sharrow,39.1709244670068
2917,543225,SEPVIVA  ST,71820,TF,5,Sharrow,58.3042061282054
2918,543226,E  COLUMBIA  AVE,24380,TF,3,Sharrow,51.6363085133995
2919,543274,E  COLUMBIA  AVE,24380,TF,3,Sharrow,70.1211849216334
2920,543282,E  PALMER  ST,62820,FT,4,Sharrow,103.461070749526
2921,543295,BELGRADE  ST,16580,FT,5,Sharrow,66.3549205161167
2922,543299,N  13TH  ST,88050,FT,4,One Way Separated Bike Lane,202.102941989522
2923,543304,N  AMERICAN  ST,12440,B,4,One Way Separated Bike Lane,158.702427302144
2924,543327,BELGRADE  ST,16580,FT,5,Sharrow,56.8796969697502
2925,543334,N  12TH  ST,88030,TF,4,Conventional,202.007016856109
2926,543355,BELGRADE  ST,16580,FT,5,Sharrow,61.8360775263297
2927,543369,BELGRADE  ST,16580,FT,5,Sharrow,62.2300178336137
2928,543370,E  COLUMBIA  AVE,24380,TF,3,Sharrow,141.319387407892
2929,543388,BELGRADE  ST,16580,FT,5,Sharrow,79.1695599406276
2930,543429,E  COLUMBIA  AVE,24380,TF,3,Sharrow,75.6514643606522
2931,543430,BELGRADE  ST,16580,FT,5,Sharrow,82.3233693675214
2932,543431,MARLBOROUGH  ST,53660,FT,4,Sharrow,115.253876795506
2933,543455,N  AMERICAN  ST,12440,B,4,One Way Separated Bike Lane,193.259704559101
2934,543515,RICHMOND  ST,68240,B,3,Conventional,170.061207710249
2935,543527,E  COLUMBIA  AVE,24380,TF,3,Sharrow,155.910322867561
2936,543552,MARLBOROUGH  ST,53660,FT,4,Sharrow,231.6388869243
2937,543558,E  COLUMBIA  AVE,24380,TF,3,Sharrow,92.5981429152502
2938,543559,RICHMOND  ST,68240,B,2,Conventional,155.722368085474
2939,543560,MARLBOROUGH  ST,53660,FT,4,Sharrow,22.8113166758659
2940,543587,E  COLUMBIA  AVE,24380,TF,3,Sharrow,65.5173473615521
2941,543622,CECIL B MOORE  AVE,22010,B,3,Conventional,89.0403071046872
2942,543624,CECIL B MOORE  AVE,22010,B,3,Conventional,17.5049709456778
2943,543628,N  13TH  ST,88050,FT,4,Sharrow,223.701447293227
2944,543670,RICHMOND  ST,68240,B,3,Conventional,106.485321721366
2945,543689,N  AMERICAN  ST,12440,B,4,Conventional,232.253938905704
2946,543692,RICHMOND  ST,68240,B,3,Conventional,160.00465729981
2947,543693,RICHMOND  ST,68240,B,3,Conventional,91.6366145841799
2948,543696,W  BERKS  ST,17200,TF,4,Sharrow,70.7305239054523
2949,543706,RICHMOND  ST,68240,B,3,Sharrow,157.772698952736
2950,543707,RICHMOND  ST,68240,B,3,Sharrow,155.621486180961
2951,543727,TULIP  ST,78020,FT,4,Sharrow,49.2062374800226
2952,543728,TULIP  ST,78020,FT,4,Sharrow,30.056447532058
2953,543783,E  ALLEGHENY  AVE,12040,B,3,Conventional,151.012336165647
2954,543785,N  DELAWARE  AVE,28000,FT,2,Conventional,77.7508965603874
2955,543786,N  DELAWARE  AVE,28000,FT,2,Conventional,117.15823481881
2956,560007,CASTOR  AVE,21880,B,3,Conventional,648.195403146111
2957,560015,CASTOR  AVE,21880,B,2,Conventional,138.843499179186
2958,560024,RICHMOND  ST,68240,B,3,Sharrow,268.759133226087
2959,560030,CASTOR  AVE,21880,B,2,Conventional,272.323893069246
2960,560033,RICHMOND  ST,68240,B,3,Sharrow,266.789529421958
2961,560036,CASTOR  AVE,21880,B,2,Conventional,96.2670789967501
2962,560042,CASTOR  AVE,21880,B,2,Conventional,111.581224794233
2963,560048,RICHMOND  ST,68240,B,3,Sharrow,329.4258886718
2964,560049,CASTOR  AVE,21880,B,2,Conventional,110.56900270505
2965,560053,RICHMOND  ST,68240,B,3,Sharrow,126.147107890062
2966,560055,RICHMOND  ST,68240,B,3,Sharrow,44.5732462157933
2967,560059,RICHMOND  ST,68240,B,3,Sharrow,25.9442253907547
2968,560063,RICHMOND  ST,68240,B,3,Sharrow,52.484068543175
2969,560064,RICHMOND  ST,68240,B,3,Sharrow,79.8310261841089
2970,560067,RICHMOND  ST,68240,B,3,Sharrow,78.1651292533033
2971,560075,RICHMOND  ST,68240,B,3,Sharrow,231.434027766203
2972,560115,CASTOR  AVE,21880,B,3,Conventional,160.624273762252
2973,560132,CASTOR  AVE,21880,B,2,Conventional,350.124873723811
2974,600010,UMBRIA  ST,78840,B,3,Conventional,508.654387187252
2975,600011,UMBRIA  ST,78840,B,3,Conventional,184.096638311218
2976,600012,UMBRIA  ST,78840,B,3,Conventional,96.5642056550376
2977,600013,UMBRIA  ST,78840,B,3,Conventional,177.403760430662
2978,600014,UMBRIA  ST,78840,B,3,Sharrow,275.305277457064
2979,600015,UMBRIA  ST,78840,B,3,Sharrow,99.660431707761
2980,600016,UMBRIA  ST,78840,B,3,Sharrow,27.7821137434287
2981,600021,UMBRIA  ST,78840,B,3,Sharrow,115.347193237775
2982,600056,RIDGE  AVE,68280,B,2,Sharrow,232.921196661658
2983,600057,RIDGE  AVE,68280,B,2,Sharrow,103.354805525734
2984,600058,RIDGE  AVE,68280,B,2,Sharrow,136.959228144434
2985,600059,RIDGE  AVE,68280,B,2,Sharrow,41.4614241422433
2986,600104,MAIN  ST,53000,B,2,Sharrow,168.873360700761
2987,600156,MANAYUNK  AVE,53120,B,4,Sharrow,119.679243224016
2988,600170,RIDGE  AVE,68280,B,2,Sharrow,97.3674346634692
2989,600171,RIDGE  AVE,68280,B,2,Sharrow,31.7794339389167
2990,600172,RIDGE  AVE,68280,B,2,Sharrow,116.512572291392
2991,600173,RIDGE  AVE,68280,B,2,Sharrow,135.483663186803
2992,600174,RIDGE  AVE,68280,B,2,Sharrow,102.204706765927
2993,600175,RIDGE  AVE,68280,B,2,Sharrow,136.630208843195
2994,600176,RIDGE  AVE,68280,B,2,Sharrow,40.9589209056092
2995,600230,RIDGE  AVE,68280,B,2,Sharrow,131.905563300717
2996,600231,RIDGE  AVE,68280,B,2,Sharrow,158.510038480377
2997,600232,RIDGE  AVE,68280,B,2,Sharrow,86.5418245016675
2998,600233,RIDGE  AVE,68280,B,2,Sharrow,78.2101477016396
2999,600234,RIDGE  AVE,68280,B,2,Sharrow,161.231777163381
3000,600250,MANAYUNK  AVE,53120,B,4,Sharrow,118.374080175693
3001,600251,MANAYUNK  AVE,53120,B,4,Sharrow,140.317157138658
3002,600252,MANAYUNK  AVE,53120,B,4,Sharrow,46.0651900503778
3003,600253,MANAYUNK  AVE,53120,B,4,Sharrow,83.8978175740618
3004,600254,MANAYUNK  AVE,53120,B,4,Sharrow,82.3545083883943
3005,600255,MANAYUNK  AVE,53120,B,4,Sharrow,84.4559893930669
3006,600256,MANAYUNK  AVE,53120,B,4,Sharrow,129.616445263209
3007,600258,MANAYUNK  AVE,53120,B,4,Sharrow,106.49511659037
3008,600259,MANAYUNK  AVE,53120,B,4,Sharrow,95.9400086723116
3009,600260,MANAYUNK  AVE,53120,B,4,Sharrow,93.5305892740456
3010,600306,MAIN  ST,53000,B,2,Sharrow,41.3081570203552
3011,600307,MAIN  ST,53000,B,2,Sharrow,36.0342629548356
3012,600308,MAIN  ST,53000,B,2,Sharrow,71.3240325725687
3013,600311,MAIN  ST,53000,B,2,Sharrow,99.1147845734377
3014,600312,MAIN  ST,53000,B,2,Sharrow,101.157782600637
3015,600314,MAIN  ST,53000,B,2,Sharrow,57.1307321440982
3016,600361,MAIN  ST,53000,B,2,Sharrow,191.59543562563
3017,600362,MAIN  ST,53000,B,2,Sharrow,57.7633131881592
3018,600363,MAIN  ST,53000,B,2,Sharrow,82.9675954573212
3019,600364,MAIN  ST,53000,B,2,Sharrow,157.381422202184
3020,600413,MANAYUNK  AVE,53120,B,4,Sharrow,57.431577177174
3021,600416,MANAYUNK  AVE,53120,B,4,Sharrow,242.059813808373
3022,600417,MANAYUNK  AVE,53120,B,4,Sharrow,186.508299997349
3023,600418,MANAYUNK  AVE,53120,B,4,Sharrow,94.865606094803
3024,600478,RIDGE  AVE,68280,B,2,Conventional w Sharrows,171.419133492999
3025,600494,UMBRIA  ST,78840,B,3,Sharrow,97.6404293717434
3026,600495,UMBRIA  ST,78840,B,3,Sharrow,12.215053893865
3027,600496,UMBRIA  ST,78840,B,3,Sharrow,83.1786441495539
3028,600499,RIDGE  AVE,68280,B,2,Sharrow,88.8731010630729
3029,600533,UMBRIA  ST,78840,B,3,Sharrow,118.985285646526
3030,600537,RIDGE  AVE,68280,B,2,Sharrow,118.49987270803
3031,600546,HENRY  AVE,41960,B,2,Conventional,557.889919357931
3032,600551,MAIN  ST,53000,B,2,Sharrow,88.5964410538976
3033,600668,MAIN  ST,53000,B,2,Sharrow,63.3873378294926
3034,600672,MANAYUNK  AVE,53120,B,4,Sharrow,119.714057716792
3035,600690,UMBRIA  ST,78840,B,3,Conventional,1061.85921997142
3036,600691,UMBRIA  ST,78840,B,3,Conventional,287.428608682791
3037,600701,MAIN  ST,53000,B,3,Sharrow,189.486767229612
3038,600702,MAIN  ST,53000,B,3,Sharrow,290.556657006836
3039,600713,RIDGE  AVE,68280,B,2,Conventional w Sharrows,52.2138723071912
3040,600714,RIDGE  AVE,68280,B,2,Conventional w Sharrows,67.0412389280484
3041,620001,CLARISSA  ST,23480,B,3,Paint Buffered,55.2995709919192
3042,620002,CLARISSA  ST,23480,B,3,Paint Buffered,97.6972948306027
3043,620003,CLARISSA  ST,23480,B,3,Paint Buffered,62.1824098814344
3044,620004,CLARISSA  ST,23480,B,3,Paint Buffered,58.098906431059
3045,620005,CLARISSA  ST,23480,B,3,Paint Buffered,49.539266861394
3046,620006,CLARISSA  ST,23480,B,3,Paint Buffered,58.6166464605659
3047,620007,CLARISSA  ST,23480,B,3,Paint Buffered,67.6994167611358
3048,620056,W  ERIE  AVE,32000,B,2,Conventional,178.136198470213
3049,620057,W  ERIE  AVE,32000,B,2,Conventional,88.7717299698817
3050,620058,W  ERIE  AVE,32000,B,2,Conventional,90.0806477034275
3051,620059,W  ERIE  AVE,32000,B,2,Conventional,88.5629591880931
3052,620060,W  ERIE  AVE,32000,B,2,Conventional,88.1510324792617
3053,620061,W  ERIE  AVE,32000,B,2,Conventional,88.4674272580591
3054,620062,W  ERIE  AVE,32000,B,2,Conventional,89.7430468285884
3055,620063,W  ERIE  AVE,32000,B,2,Conventional,89.4677585663605
3056,620064,W  ERIE  AVE,32000,B,2,Conventional,82.1928851226544
3057,620066,W  ERIE  AVE,32000,B,2,Conventional,19.9162510272371
3058,620067,W  ERIE  AVE,32000,B,2,Conventional,68.4167881786306
3059,620086,W  ALLEGHENY  AVE,12060,B,2,Conventional,181.511478477149
3060,620087,W  ALLEGHENY  AVE,12060,B,2,Conventional,177.301105310136
3061,620088,W  ALLEGHENY  AVE,12060,B,2,Conventional,198.684377692471
3062,620090,W  ALLEGHENY  AVE,12060,B,2,Conventional,177.662792370083
3063,620091,W  ALLEGHENY  AVE,12060,B,2,Conventional,38.8192777957399
3064,620093,W  ALLEGHENY  AVE,12060,B,2,Conventional,17.9401123333355
3065,620094,W  ALLEGHENY  AVE,12060,B,2,Conventional,67.4841906185632
3066,620239,W  ALLEGHENY  AVE,12060,B,2,Conventional,200.572686352769
3067,620240,W  ALLEGHENY  AVE,12060,B,2,Conventional,74.81534110876
3068,620241,W  ALLEGHENY  AVE,12060,B,2,Conventional,64.2546921409515
3069,620242,W  ALLEGHENY  AVE,12060,B,2,Conventional,43.8666712793671
3070,620243,W  ALLEGHENY  AVE,12060,B,2,Conventional,55.0311215617953
3071,620244,W  ALLEGHENY  AVE,12060,B,2,Conventional,45.5441219433344
3072,620245,W  ALLEGHENY  AVE,12060,B,2,Conventional,29.4466189235779
3073,620246,W  ALLEGHENY  AVE,12060,B,2,Conventional,77.1178695075753
3074,620247,W  ALLEGHENY  AVE,12060,B,2,Conventional,68.8141685572881
3075,620248,W  ALLEGHENY  AVE,12060,B,2,Conventional,61.7810803844128
3076,620249,W  ALLEGHENY  AVE,12060,B,2,Conventional,54.8934354483347
3077,620250,W  ALLEGHENY  AVE,12060,B,2,Conventional,63.898582471514
3078,620251,W  ALLEGHENY  AVE,12060,B,2,Conventional,88.2390420107067
3079,620252,W  ALLEGHENY  AVE,12060,B,2,Conventional,107.763878543631
3080,620254,W  ALLEGHENY  AVE,12060,B,2,Conventional,161.422426768858
3081,620255,W  ALLEGHENY  AVE,12060,B,2,Conventional,63.2420894238454
3082,620256,W  ALLEGHENY  AVE,12060,B,2,Conventional,119.305452471081
3083,620257,W  ALLEGHENY  AVE,12060,B,2,Conventional,14.4319497149098
3084,620258,W  ALLEGHENY  AVE,12060,B,2,Conventional,50.0963866674268
3085,620518,BELFIELD  AVE,16560,B,2,Conventional,285.102574176665
3086,620519,BELFIELD  AVE,16560,B,2,Conventional,34.8169102205404
3087,620521,BELFIELD  AVE,16560,B,2,Conventional,105.054018355069
3088,620528,BELFIELD  AVE,16560,B,2,Conventional,192.354110856072
3089,620530,BELFIELD  AVE,16560,B,2,Conventional,100.303052652343
3090,620532,BELFIELD  AVE,16560,B,2,Conventional,141.220386495961
3091,620533,W  WINGOHOCKING  ST,83820,TF,4,Conventional,83.7061053766631
3092,620534,W  WINGOHOCKING  ST,83820,TF,4,Conventional,89.7079910785133
3093,620535,W  WINGOHOCKING  ST,83820,TF,4,Conventional,61.9911531015192
3094,620536,W  WINGOHOCKING  ST,83820,TF,4,Conventional,62.7083942847443
3095,620537,W  WINGOHOCKING  ST,83820,TF,4,Conventional,61.0512298539462
3096,620538,W  WINGOHOCKING  ST,83820,TF,4,Conventional,54.2652454225048
3097,620539,W  WINGOHOCKING  ST,83820,TF,4,Conventional,55.3397799418749
3098,620540,W  WINGOHOCKING  ST,83820,TF,4,Conventional,57.972682737718
3099,620541,W  WINGOHOCKING  ST,83820,TF,4,Conventional,29.2957436693039
3100,620542,W  WINGOHOCKING  ST,83820,TF,4,Conventional,26.3162311297946
3101,620543,W  WINGOHOCKING  ST,83820,TF,4,Conventional,63.2443751253644
3102,620544,W  WINGOHOCKING  ST,83820,TF,4,Conventional,62.392073336769
3103,620545,W  WINGOHOCKING  ST,83820,TF,4,Conventional,52.3619231986552
3104,620546,W  WINGOHOCKING  ST,83820,TF,4,Conventional,63.6293008480976
3105,620547,W  WINGOHOCKING  ST,83820,TF,4,Conventional,86.0060738708992
3106,620549,W  WINGOHOCKING  ST,83820,TF,4,Conventional,104.158979254468
3107,620550,W  WINGOHOCKING  ST,83820,TF,4,Conventional,25.8803978842182
3108,620551,W  WINGOHOCKING  ST,83820,TF,4,Conventional,28.126227958634
3109,620567,N  15TH  ST,88070,FT,4,Conventional,235.629802714413
3110,620568,N  15TH  ST,88070,FT,4,Conventional,219.830657679848
3111,620571,N  16TH  ST,88090,TF,4,Conventional,77.5829708637814
3112,620572,N  16TH  ST,88090,TF,4,Conventional,79.6514299467077
3113,620573,N  16TH  ST,88090,TF,4,Conventional,312.095747284083
3114,620574,N  16TH  ST,88090,TF,4,Conventional,218.905545902548
3115,620578,W  WYOMING  AVE,85040,FT,2,Conventional,25.9282339807163
3116,620579,W  WYOMING  AVE,85040,FT,5,Conventional,88.9965399652863
3117,620589,W  WYOMING  AVE,85040,FT,5,Conventional,311.346024300393
3118,620668,WAYNE  AVE,81880,B,3,Sharrow,133.969074363325
3119,620669,WAYNE  AVE,81880,B,3,Sharrow,153.199560309854
3120,620670,WAYNE  AVE,81880,B,3,Sharrow,202.149914305816
3121,620671,WAYNE  AVE,81880,B,3,Sharrow,254.850296748687
3122,620672,WAYNE  AVE,81880,B,3,Sharrow,210.796132671358
3123,620673,WAYNE  AVE,81880,B,3,Sharrow,89.3995099210901
3124,620674,WAYNE  AVE,81880,B,3,Sharrow,119.785309575759
3125,620675,WAYNE  AVE,81880,B,3,Sharrow,114.034552835431
3126,620676,WAYNE  AVE,81880,B,3,Sharrow,90.7339806220198
3127,620677,WAYNE  AVE,81880,B,3,Sharrow,94.3450293149029
3128,620678,WAYNE  AVE,81880,B,3,Sharrow,98.0908407793686
3129,620679,WAYNE  AVE,81880,B,3,Sharrow,83.4397956330413
3130,620680,WAYNE  AVE,81880,B,3,Sharrow,79.9827916822511
3131,620681,WAYNE  AVE,81880,B,3,Sharrow,247.194445419615
3132,620692,BERKLEY  ST,17160,B,3,Sharrow,111.021079652648
3133,620693,BERKLEY  ST,17160,B,3,Sharrow,254.43604870886
3134,620704,MANHEIM  ST,53160,TF,4,Sharrow,121.20495279318
3135,620705,MANHEIM  ST,53160,TF,4,Sharrow,75.6542433262454
3136,620706,MANHEIM  ST,53160,B,4,Sharrow,90.240907724381
3137,620707,MANHEIM  ST,53160,B,4,Sharrow,93.6335609045486
3138,620708,MANHEIM  ST,53160,B,4,Sharrow,28.6304678147263
3139,620709,MANHEIM  ST,53160,B,4,Sharrow,94.1336283182667
3140,620710,MANHEIM  ST,53160,B,4,Sharrow,82.4057772222183
3141,620711,MANHEIM  ST,53160,B,4,Sharrow,19.055314838886
3142,620751,WAYNE  AVE,81880,B,3,Sharrow,204.366543750353
3143,620752,WAYNE  AVE,81880,B,3,Sharrow,152.290479277974
3144,620753,WAYNE  AVE,81880,B,3,Sharrow,155.788247939524
3145,620754,WAYNE  AVE,81880,B,3,Sharrow,147.593447645145
3146,620755,WAYNE  AVE,81880,B,3,Sharrow,148.370536692274
3147,620795,BERKLEY  ST,17160,B,3,Sharrow,68.7263632711788
3148,620798,ROBERTS  AVE,68880,B,3,Conventional,234.327221680293
3149,620801,ROBERTS  AVE,68880,B,3,Conventional,204.050705305393
3150,620816,MANHEIM  ST,53160,B,4,Sharrow,68.3214035834474
3151,620817,MANHEIM  ST,53160,B,4,Sharrow,77.4467069522255
3152,620824,MANHEIM  ST,53160,B,4,Sharrow,204.609387654556
3153,620827,MANHEIM  ST,53160,B,4,Sharrow,65.7041431809599
3154,620837,MANHEIM  ST,53160,B,4,Sharrow,221.41003015102
3155,620841,MANHEIM  ST,53160,B,4,Sharrow,127.388708495857
3156,620843,MANHEIM  ST,53160,B,4,Sharrow,123.207202352512
3157,620847,MANHEIM  ST,53160,B,4,Sharrow,16.91790160896
3158,620848,MANHEIM  ST,53160,B,4,Sharrow,110.084355002145
3159,620872,W  RITTENHOUSE  ST,68740,B,4,Sharrow,323.177536593824
3160,620880,W  CHELTEN  AVE,22580,B,2,Conventional,246.267381766364
3161,620890,W  CHELTEN  AVE,22580,B,2,Conventional,222.183444794571
3162,620895,W  CHELTEN  AVE,22580,B,2,Conventional,148.235977467624
3163,620957,FOX  ST,34840,B,3,Conventional,776.180709244664
3164,620958,ROBERTS  AVE,68880,B,3,Conventional,263.226321499495
3165,620960,ROBERTS  AVE,68880,B,3,Conventional,210.864207441236
3166,620961,FOX  ST,34840,B,3,Paint Buffered w Conventional,299.02095400545
3167,620962,ROBERTS  AVE,68880,B,3,Sharrow,152.454250349684
3168,620974,MIDVALE  AVE,55940,B,3,Sharrow,155.207871698681
3169,620978,MIDVALE  AVE,55940,B,3,Sharrow,285.731984950509
3170,620986,MIDVALE  AVE,55940,B,3,Sharrow,273.369175739987
3171,620988,MIDVALE  AVE,55940,B,3,Sharrow,322.668802318983
3172,621007,W  WALNUT  LN,81180,B,2,Conventional,384.688376258633
3173,621008,W  WALNUT  LN,81180,B,2,Conventional,127.058412405726
3174,621009,W  WALNUT  LN,81180,B,2,Conventional,136.997867598303
3175,621010,W  WALNUT  LN,81180,B,2,Conventional,112.475020106582
3176,621035,RIDGE  AVE,68280,B,2,Sharrow,121.606164268785
3177,621042,RIDGE  AVE,68280,B,2,Sharrow,121.158160333059
3178,621045,RIDGE  AVE,68280,B,2,Sharrow,136.655612095069
3179,621047,RIDGE  AVE,68280,B,2,Sharrow,186.917836159229
3180,621049,RIDGE  AVE,68280,B,2,Sharrow,135.963301720118
3181,621050,RIDGE  AVE,68280,B,2,Sharrow,219.151473143344
3182,621053,RIDGE  AVE,68280,B,2,Sharrow,35.5376397096645
3183,621059,MANAYUNK  AVE,53120,B,4,Sharrow,199.714198478418
3184,621089,RIDGE  AVE,68280,B,2,Sharrow,23.4103199575524
3185,621091,RIDGE  AVE,68280,B,2,Sharrow,302.882221785168
3186,621095,RIDGE  AVE,68280,B,2,Sharrow,155.743557071545
3187,621104,RIDGE  AVE,68280,B,2,Sharrow,59.0505005285635
3188,621105,RIDGE  AVE,68280,B,2,Sharrow,89.6814857549967
3189,621106,RIDGE  AVE,68280,B,2,Sharrow,81.554506202747
3190,621108,RIDGE  AVE,68280,B,2,Sharrow,83.0713719875428
3191,621109,RIDGE  AVE,68280,B,2,Sharrow,41.8294527908909
3192,621110,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,41.6272685284166
3193,621111,MIDVALE  AVE,55940,B,3,Sharrow,71.9123408114687
3194,621112,MIDVALE  AVE,55940,B,3,Sharrow,39.2189643937537
3195,621127,MIDVALE  AVE,55940,B,3,Sharrow,241.976880252315
3196,621128,MIDVALE  AVE,55940,B,3,Sharrow,39.5321613159293
3197,621129,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,285.405402539152
3198,621181,RIDGE  AVE,68280,B,2,Sharrow,56.3044201951334
3199,621183,W  ALLEGHENY  AVE,12060,B,2,Conventional,151.98118365132
3200,621184,W  ALLEGHENY  AVE,12060,B,2,Conventional,87.7170916453716
3201,621185,W  ALLEGHENY  AVE,12060,B,2,Conventional,92.0700792878328
3202,621186,W  ALLEGHENY  AVE,12060,B,2,Conventional,85.8293065550977
3203,621188,W  ALLEGHENY  AVE,12060,B,2,Conventional,87.2189399917861
3204,621189,W  ALLEGHENY  AVE,12060,B,2,Conventional,91.2104221573107
3205,621190,W  ALLEGHENY  AVE,12060,B,2,Conventional,93.8264335974961
3206,621191,W  ALLEGHENY  AVE,12060,B,2,Conventional,80.3215487159514
3207,621192,W  ALLEGHENY  AVE,12060,B,2,Conventional,71.1062331058121
3208,621194,W  ALLEGHENY  AVE,12060,B,2,Conventional,195.306280489399
3209,621216,CLARISSA  ST,23480,B,3,Paint Buffered,347.173649590073
3210,621218,W  ERIE  AVE,32000,B,2,Conventional,210.639945103461
3211,621221,W  ALLEGHENY  AVE,12060,B,2,Conventional,211.248515149587
3212,621222,W  ALLEGHENY  AVE,12060,B,2,Conventional,156.0978618879
3213,621254,W  RITTENHOUSE  ST,68740,B,4,Sharrow,211.841620625841
3214,621258,W  CHELTEN  AVE,22580,B,2,Conventional,212.943256025695
3215,621260,ROBERTS  AVE,68880,B,3,Conventional,348.622698314491
3216,621266,MIDVALE  AVE,55940,B,3,Sharrow,354.081394632841
3217,621276,W  WALNUT  LN,81180,B,2,Conventional,259.193010629471
3218,621281,RIDGE  AVE,68280,B,2,Sharrow,76.4974443995085
3219,621287,MIDVALE  AVE,55940,B,3,Sharrow,166.229332084656
3220,621297,RIDGE  AVE,68280,B,2,Sharrow,103.04320435025
3221,621305,RIDGE  AVE,68280,B,2,Conventional w Sharrows,254.618192956489
3222,621306,MAIN  ST,53000,B,3,Sharrow,1494.85011403191
3223,621329,W  ERIE  AVE,32000,TF,2,Conventional,35.7111705702886
3224,621384,ROBERTS  AVE,68880,FT,3,Conventional,614.602168947554
3225,621385,ROBERTS  AVE,68880,FT,3,Conventional,222.203293878188
3226,621426,RIDGE  AVE,68280,B,2,Sharrow,32.7546362987415
3227,621427,RIDGE  AVE,68280,B,2,Sharrow,443.026969747648
3228,621436,FOX  ST,34840,B,3,Paint Buffered w Conventional,57.1717522425883
3229,621448,ROBERTS  AVE,68880,B,3,Conventional,628.055077972938
3230,621452,W  WALNUT  LN,81180,B,2,Conventional,93.9696023074686
3231,621522,CLARISSA  ST,23480,B,3,Paint Buffered,306.798626604133
3232,621529,ROBERTS  AVE,68880,B,3,Conventional,266.146057981197
3233,621586,W  WALNUT  LN,81180,B,2,Conventional,233.038595316191
3234,621682,MANHEIM  ST,53160,B,4,Sharrow,106.095663064994
3235,621698,WALNUT  LN,81100,B,2,Conventional,278.905933723658
3236,621757,RIDGE  AVE,68280,B,2,Conventional w Sharrows,240.981347194064
3237,621778,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,17.3700935011339
3238,621781,W  WINGOHOCKING  ST,83820,TF,4,Conventional,6.88349763770376
3239,621782,W  WINGOHOCKING  ST,83820,TF,4,Conventional,6.71418064785365
3240,621797,FOX  ST,34840,B,3,Paint Buffered w Conventional,117.667837824484
3241,621845,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,160.720228580297
3242,621873,MIDVALE  AVE,55940,B,3,Conventional w Sharrows,435.817242896249
3243,621879,RIDGE  AVE,68280,B,2,Sharrow,205.877536641579
3244,621899,RIDGE  AVE,68280,B,2,Sharrow,240.604104053114
3245,621940,RIDGE  AVE,68280,B,2,Sharrow,22.911879602074
3246,621941,RIDGE  AVE,68280,B,2,Sharrow,31.5242770267284
3247,621942,W  WALNUT  LN,81180,B,2,Conventional,248.124528078407
3248,621944,RIDGE  AVE,68280,B,2,Sharrow,173.554783123453
3249,621945,RIDGE  AVE,68280,B,2,Sharrow,369.882839069514
3250,621948,W  ERIE  AVE,32000,TF,2,Conventional,29.1850467670221
3251,621949,W  ERIE  AVE,32000,B,2,Conventional,154.075937040432
3252,621956,RIDGE  AVE,68280,B,2,Sharrow,44.6113316586919
3253,621962,W  WALNUT  LN,81180,B,2,Paint Buffered,118.694563827209
3254,621963,WALNUT  LN,81100,B,2,Paint Buffered,470.328457674245
3255,621968,ROBERTS  AVE,68880,B,3,Sharrow,133.429756788539
3256,621969,ROBERTS  AVE,68880,B,3,Sharrow,312.467336853872
3257,621972,RIDGE  AVE,68280,B,2,Sharrow,120.140744267046
3258,621973,RIDGE  AVE,68280,B,2,Sharrow,221.090342380121
3259,640003,OLD YORK  RD,61300,B,4,Conventional,109.973410378033
3260,640023,OLD YORK  RD,61300,B,4,Conventional,125.534519818005
3261,640037,N  5TH  ST,87890,B,3,Conventional,219.833048931975
3262,640041,OLD YORK  RD,61300,B,4,Conventional,91.8758998826011
3263,640080,N  5TH  ST,87890,B,3,Conventional,115.919745236242
3264,640091,OLD YORK  RD,61300,B,4,Conventional,129.690064977975
3265,640100,RISING SUN  AVE,68600,B,2,Conventional,117.701851995996
3266,640132,N  5TH  ST,87890,B,3,Conventional,102.920009191995
3267,640141,N  5TH  ST,87890,B,3,Conventional,22.9009891614988
3268,640148,OLD YORK  RD,61300,B,4,Conventional,107.66282109727
3269,640149,W  WYOMING  AVE,85040,B,3,Conventional,110.783231266451
3270,640150,RISING SUN  AVE,68600,B,2,Conventional,122.59524943432
3271,640156,W  WYOMING  AVE,85040,B,3,Conventional,136.212790131884
3272,640163,W  WYOMING  AVE,85040,B,3,Conventional,89.9795739244578
3273,640171,W  WYOMING  AVE,85040,B,3,Conventional,87.4839531537539
3274,640181,W  WYOMING  AVE,85040,B,3,Conventional,89.3857442474505
3275,640188,W  WYOMING  AVE,85040,B,3,Conventional,88.5578525910556
3276,640193,W  WYOMING  AVE,85040,B,3,Conventional,88.9364738794927
3277,640197,W  WYOMING  AVE,85040,B,3,Conventional,89.2438521649337
3278,640203,W  WYOMING  AVE,85040,B,3,Conventional,88.6452700072555
3279,640210,RISING SUN  AVE,68600,B,2,Conventional,120.931372136985
3280,640215,W  WYOMING  AVE,85040,B,3,Conventional,93.2852990794151
3281,640222,W  WYOMING  AVE,85040,B,3,Conventional,107.202041745074
3282,640226,W  WYOMING  AVE,85040,B,3,Conventional,72.3102499634562
3283,640230,W  WYOMING  AVE,85040,B,3,Conventional,88.8347071888573
3284,640250,W  WYOMING  AVE,85040,TF,3,Conventional,57.5093247421712
3285,640254,N  5TH  ST,87890,B,3,Conventional,122.513816447774
