DATE,Time,STREET NAME,VEHICLES,TOTAL PEOPLE,PEDESTRIANS,BICYCLISTS,INJURIES,MAJOR INJURIES,FATALITIES 
13-Aug,12:45 a.m.,ELEVENTH ST,1,3,1,0,1,1,0
13-Jun,17:04 p.m.,GIRARD AV & AMERICAN ST & SECOND ST,1,2,1,0,1,1,0
13-Jul,20:33 p.m.,FIFTH ST,1,2,1,0,0,0,1
13-Jun,4:41 a.m.,KENSINGTON AV,1,2,1,0,1,1,0
13-Jul,16:18 p.m.,GERMANTOWN AV & SEYMOUR ST,1,2,1,0,1,1,0
13-Jul,22:26 p.m.,ROOSEVELT BL,1,6,5,0,1,0,4
13-Jul,99:99 p.m.,SHARPNACK ST,1,2,1,0,1,1,0
13-Jun,13:15 p.m.,CLEARFIELD ST,1,2,1,0,1,1,0
13-May,19:40 p.m.,MASCHER ST,1,2,1,0,1,1,0
13-Jun,19:45 p.m.,RORER ST,1,2,1,0,1,1,0
13-Aug,18:22 p.m.,MARKET ST & THIRTEENTH ST,1,3,1,0,1,1,0
13-Jul,1:32 a.m.,LEHIGH AV,3,2,1,0,1,1,0
13-Jul,16:48 p.m.,SIXTYFIRST ST & BUIST AV,1,2,1,0,1,1,0
13-Jul,2:15 a.m.,DUNKS FERRY RD,1,3,0,2,2,1,0
13-Aug,4:55 a.m.,OGONTZ AV & CHAMPLOST AV,1,2,1,0,1,1,0
13-Aug,5:38 a.m.,CHRISTOPHER COLUMBUS BL & CHRISTIAN ST,1,2,1,0,2,1,0
13-Aug,1:00 a.m.,WATER ST,1,3,2,0,2,1,0
13-Sep,17:53 p.m.,D ST,1,2,1,0,1,1,0
13-Aug,23:10 p.m.,N FIFTH ST,1,2,1,0,0,0,1
13-Aug,13:30 p.m.,MASTER ST & ALLISON ST,1,2,0,1,1,1,0
13-Jul,1:00 a.m.,TABOR RD & RISING SUN AV,1,2,1,0,2,1,0
13-Aug,3:05 a.m.,FORTYEIGHTH ST,1,2,1,0,1,1,0
13-Sep,19:08 p.m.,TACONY ST,1,2,1,0,0,0,1
13-Sep,17:00 p.m.,BRADDOCK ST,1,2,1,0,1,1,0
13-Sep,7:55 a.m.,BROAD ST & CALLOWHILL ST,1,2,1,0,1,1,0
13-Aug,18:45 p.m.,MAIN ST & RIDGE AV,1,6,0,1,1,1,0
13-Sep,7:15 a.m.,THIRD ST & WYOMING AV,3,4,1,0,3,1,0
13-Oct,6:11 a.m.,TWENTYSECOND ST & CHESTNUT ST,1,5,1,0,0,0,1
13-Sep,20:34 p.m.,FIFTH ST & NORRIS ST,1,5,0,1,1,1,0
13-Sep,17:27 p.m.,DIAMOND ST & SEVENTEENTH ST,1,2,1,0,1,1,0
13-Aug,23:59 p.m.,GIRARD AV,1,3,1,0,0,0,1
13-Sep,5:25 a.m.,SPRUCE ST & THIRD ST,1,2,1,0,1,1,0
13-Oct,10:48 a.m.,FRANKFORD AV,1,6,1,0,0,0,1
13-Oct,18:43 p.m.,EIGHTH ST & SHUNK ST,1,2,0,1,1,1,0
13-Oct,22:56 p.m.,CLARISSA ST,1,2,1,0,0,0,1
13-Sep,19:57 p.m.,CLEVELAND ST,1,2,1,0,1,1,0
13-Oct,12:59 p.m.,UPLAND WY & FIFTYFOURTH ST,1,2,0,1,1,1,0
13-Sep,18:18 p.m.,ARAMINGO AV,1,2,1,0,0,0,1
13-Oct,6:20 a.m.,OLNEY AV & RISING SUN AV,1,2,1,0,0,0,1
13-Oct,19:30 p.m.,OGONTZ AV & OLNEY AV,1,2,1,0,1,1,0
13-Oct,20:41 p.m.,ORTHODOX ST & TORRESDALE AV,1,4,1,0,1,1,0
13-Nov,6:35 a.m.,MARKET ST & SIXTIETH ST,1,2,1,0,1,1,0
13-Oct,8:25 a.m.,FISHER AV & A ST,1,2,1,0,1,1,0
13-Nov,99:99 p.m.,GIRARD AV & FRONT ST,1,2,1,0,1,1,0
13-Nov,18:50 p.m.,GIRARD AV,1,3,1,0,0,0,1
13-Jun,19:43 p.m.,ELEANOR ST & FRONT ST & RISING SUN AV,1,3,0,1,1,1,0
13-Jun,12:12 p.m.,ROOSEVELT BL,1,4,1,0,1,1,0
13-Nov,99:99 p.m.,WHITAKER AV & GARLAND ST,1,2,1,0,1,1,0
13-Oct,2:24 a.m.,ALLEGHENY AV & B ST,1,2,1,0,1,1,0
13-Nov,3:15 a.m.,RISING SUN AV,2,3,1,0,0,0,1
13-Nov,21:40 p.m.,GIRARD AV,1,2,1,0,0,0,1
13-Sep,17:00 p.m.,MARKET ST,1,3,1,0,1,1,0
13-Nov,14:09 p.m.,CITY AV & CARDINAL AV,2,3,1,0,1,1,0
13-Oct,19:06 p.m.,GREENWAY AV & FIFTYSECOND ST,1,2,1,0,1,1,0
13-Oct,8:54 a.m.,SWEET BRIAR DR PS & MARTIN LUTHER KING JR DR PS,2,3,0,1,1,1,0
13-Nov,17:55 p.m.,CHESTNUT ST,1,2,0,1,1,1,0
13-Nov,20:00 p.m.,WALNUT ST & FORTIETH ST,1,3,1,0,1,1,0
13-Apr,8:51 a.m.,RAMP RD & TO 3003/0040 RD,2,2,1,0,0,0,1
13-Nov,1:27 a.m.,SCHUYLKILL EX,1,2,1,0,0,0,1
13-Dec,11:40 a.m.,LEHIGH AV & BROAD ST,1,3,1,0,0,0,1
13-Nov,18:30 p.m.,54TH ST,1,2,1,0,1,1,0
13-Nov,9:06 a.m.,BROAD ST,1,2,1,0,1,1,0
13-Nov,22:54 p.m.,RIDGE AV,1,3,2,0,2,2,0
13-Dec,22:25 p.m.,RAMP RD,1,2,1,0,0,0,1
13-Dec,17:10 p.m.,LINDEN AV,1,2,1,0,0,0,1
13-May,23:29 p.m.,WYALUSING ST & FIFTYSECOND ST,1,2,1,0,1,1,0
13-Dec,12:35 a.m.,WOODLAND AV & 54TH ST,1,4,1,0,1,1,0
13-Dec,9:24 a.m.,GLENWOOD AV,1,2,1,0,1,1,0
13-Dec,12:34 a.m.,CHESTNUT ST & 16TH ST,1,2,1,0,1,1,0
14-Jan,8:00 a.m.,RHAWN ST & TORRESDALE AV,1,2,1,0,1,1,0
14-Jan,22:45 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
14-Jan,6:53 a.m.,POINT BREEZE AV & TASKER ST,1,2,1,0,1,1,0
14-Jan,12:20 a.m.,RAMP RD,1,5,1,0,1,1,0
14-Feb,17:03 p.m.,KINGSESSING AV,1,2,1,0,0,0,1
14-Jan,18:18 p.m.,ISLAND AV & LINDBERGH BL,1,2,1,0,0,0,1
14-Feb,23:47 p.m.,LEHIGH AV,1,2,1,0,0,0,1
14-Feb,1:48 a.m.,PRATT ST & ROOSEVELT BL,1,2,1,0,0,0,1
14-Mar,15:35 p.m.,WHARTON ST,1,2,1,0,1,1,0
14-Mar,15:46 p.m.,BLUE GRASS RD & WELSH RD,1,2,1,0,0,0,1
14-Mar,16:44 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
14-Mar,20:30 p.m.,RUSCOMB ST & 18TH ST & BELFIELD AV,1,2,1,0,1,1,0
14-Feb,2:00 a.m.,N 2ND ST,2,3,1,0,1,1,0
14-Mar,21:00 p.m.,RUSCOMB ST & BELFIELD AV & OGONTZ AV,1,2,1,0,1,1,0
14-Feb,99:99 p.m.,OXFORD CR & ROOSEVELT BL,1,2,1,0,1,1,0
14-Apr,7:00 a.m.,KENSINGTON AV & ALLEGHENY AV,1,2,1,0,1,1,0
14-Mar,22:34 p.m.,DOMINO LN,1,2,1,0,1,1,0
14-Apr,15:10 p.m.,MARSHALL RD & SPRUCE ST & COBBS CREEK PY,1,2,0,1,1,1,0
14-Apr,14:00 p.m.,40TH ST,1,2,0,1,1,1,0
14-Apr,16:36 p.m.,HADFIELD ST,1,2,1,0,1,1,0
14-Apr,18:45 p.m.,TWENTYNINTH ST,1,2,1,0,1,1,0
14-Apr,22:19 p.m.,TORRESDALE AV,1,2,0,1,0,0,1
14-Apr,20:50 p.m.,BUSTLETON AV,1,2,1,0,0,0,1
14-Apr,21:27 p.m.,SCHUYLKILL EX,4,4,1,0,0,0,1
14-Apr,21:25 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0
14-Apr,21:00 p.m.,DELAWARE EX,1,2,1,0,0,0,1
14-May,17:59 p.m.,MANHEIM ST,1,2,0,1,1,1,0
14-May,15:34 p.m.,WALNUT ST,1,2,1,0,1,1,0
14-Apr,16:00 p.m.,72ND ST & ELMWOOD AV,1,2,1,0,1,1,0
14-Apr,23:16 p.m.,WISSAHICKON AV,1,2,1,0,1,1,0
14-May,9:54 a.m.,THIRTIETH ST & WALNUT ST,2,3,1,0,1,0,2
14-May,2:33 a.m.,AMERICAN ST & GIRARD AV & SECOND ST,1,3,0,1,0,0,1
14-Jun,15:35 p.m.,VODGES ST & 56TH ST & VINE ST,1,2,1,0,1,1,0
14-Jun,20:00 p.m.,LANCASTER AV,1,2,1,0,1,1,0
14-May,12:37 a.m.,FLORENCE AV,1,3,2,0,3,2,0
14-Jun,4:45 a.m.,SIXTYFIFTH ST,1,2,1,0,0,0,1
14-Jun,22:52 p.m.,FRANKFORD AV & SHEFFIELD AV,1,2,1,0,0,0,1
14-May,13:40 p.m.,GIRARD AV,1,2,1,0,0,0,1
14-May,18:45 p.m.,IRVING ST,1,2,1,0,1,1,0
14-Jun,11:31 a.m.,9TH ST & SPRING GARDEN ST,1,2,0,1,1,1,0
14-Jun,23:15 p.m.,FIFTEENTH ST & VINE ST,1,2,0,1,1,1,0
14-May,16:40 p.m.,DICKINSON ST & 27TH ST,1,2,0,1,1,1,0
14-Aug,13:51 p.m.,OXFORD AV,1,2,1,0,0,0,1
14-Jun,20:47 p.m.,2ND ST & ALLEGHENY AV,1,2,1,0,1,1,0
14-Jun,19:20 p.m.,N 54TH ST,1,2,1,0,1,1,0
14-Jul,15:52 p.m.,N 4TH ST,1,2,1,0,1,1,0
14-Jul,16:46 p.m.,FIFTYSECOND ST & SANSOM ST,1,2,0,1,1,1,0
14-May,9:45 a.m.,HUNTING PARK AV,1,3,1,0,1,1,0
14-Aug,10:35 a.m.,21ST ST & WINTER ST,1,2,0,1,1,1,0
14-Jul,20:21 p.m.,N DARIEN ST,1,2,1,0,1,1,0
14-Aug,15:30 p.m.,CEDAR AV & FIFTYSECOND ST,1,2,1,0,1,1,0
14-Aug,16:37 p.m.,BROAD ST & JACKSON ST,1,2,1,0,1,1,0
14-Jul,23:00 p.m.,PARK AV & W HUNTING PARK AV,1,3,2,0,2,1,0
14-Jul,15:23 p.m.,CHRISTIAN ST,1,2,1,0,1,1,0
14-Jul,9:02 a.m.,CASTOR AV,2,3,1,0,0,0,1
14-Aug,21:36 p.m.,SPRUCE ST & 54TH ST,1,2,1,0,1,1,0
14-Sep,16:55 p.m.,MARKET ST,1,2,1,0,1,1,0
14-Aug,3:08 a.m.,ACADEMY RD,2,3,1,0,1,0,1
14-Aug,4:46 a.m.,BROAD ST & COURTLAND ST & BELFIELD AV,3,4,1,0,0,0,1
14-Aug,20:50 p.m.,SANGER ST & LARGE ST,1,2,1,0,1,1,0
14-Sep,18:30 p.m.,WARREN ST & 36TH ST,1,2,0,1,1,1,0
14-Aug,5:29 a.m.,9TH ST & WYOMING AV,1,2,1,0,0,0,1
14-Sep,23:58 p.m.,TWENTYFIFTH ST & ALLEGHENY AV,2,4,1,0,0,0,1
14-Sep,23:40 p.m.,N FIFTH ST,1,2,1,0,0,0,1
14-Sep,19:08 p.m.,B ST,1,3,2,0,2,2,0
14-Sep,21:40 p.m.,WHITAKER AV,1,2,1,0,1,1,0
14-Sep,20:18 p.m.,LORETTO AV & LONGSHORE AV,1,2,0,1,0,0,1
14-Oct,18:00 p.m.,PASCHALL AV & SIXTYFIFTH ST,1,2,1,0,1,1,0
14-Oct,16:30 p.m.,23RD AV & SNYDER AV,1,2,0,1,1,1,0
14-Oct,14:57 p.m.,WARDEN DR & CONRAD ST & MIDVALE AV,1,2,1,0,1,1,0
14-Oct,7:47 a.m.,LYCOMING ST & BROAD ST,1,2,1,0,1,1,0
14-Sep,19:22 p.m.,15TH ST & WASHINGTON AV,1,3,2,0,1,0,1
14-Sep,2:58 a.m.,BELFIELD AV,1,2,1,0,1,1,0
14-Aug,1:35 a.m.,ALLEGHENY AV,1,3,1,0,1,1,0
14-Oct,16:00 p.m.,N 15TH ST,1,2,1,0,0,0,1
14-Nov,20:53 p.m.,CASTOR AV,1,2,1,0,1,1,0
14-Oct,15:40 p.m.,CAMBRIA ST & 6TH ST,1,2,0,1,1,1,0
14-Nov,22:45 p.m.,TYSON AV & FRANKFORD AV,1,2,1,0,1,1,0
14-Sep,19:22 p.m.,FIFTYFOURTH ST & OVERBROOK AV,1,2,1,0,0,0,1
14-Sep,18:47 p.m.,42ND ST,1,2,1,0,1,1,0
14-Jul,11:20 a.m.,GERMANTOWN AV,1,7,4,0,3,0,4
14-Dec,22:55 p.m.,RAMP RD & VINE STREET EX,2,3,1,0,3,1,0
14-Nov,18:11 p.m.,GOWEN AV & SPRAGUE ST,1,2,1,0,0,0,1
14-Nov,17:27 p.m.,16TH ST & CHESTNUT ST,1,2,1,0,1,1,0
14-Nov,5:40 a.m.,ROOSEVELT BL,1,3,2,0,1,0,2
14-Nov,3:35 a.m.,BROAD ST & TIOGA ST,2,5,1,0,0,0,1
14-Nov,18:37 p.m.,FRANKFORD AV & PENNYPACK ST,1,2,1,0,1,1,0
14-Nov,6:19 a.m.,30TH ST & CECIL B MOORE AV & GLENWOOD AV,1,2,1,0,1,1,0
14-Aug,23:17 p.m.,WAGNER AV & OLNEY AV,1,2,0,1,1,1,0
14-Nov,7:15 a.m.,LEHIGH AV,1,2,1,0,1,1,0
14-Sep,18:47 p.m.,N 42ND ST,1,2,1,0,1,1,0
14-Sep,10:51 a.m.,ARCH ST & 11TH ST,1,2,1,0,1,1,0
14-Dec,18:02 p.m.,L ST & ERIE AV,1,3,0,1,1,1,0
14-Dec,17:26 p.m.,KENSINGTON AV & FRANKFORD AV,1,5,1,0,1,1,0
15-Jan,18:18 p.m.,62ND ST & CHESTNUT ST,1,2,1,0,0,0,1
14-Dec,20:56 p.m.,59TH ST & MARKET ST,1,2,1,0,0,0,1
14-Dec,17:28 p.m.,COTTMAN AV & OAKLAND ST,1,3,1,0,0,0,1
14-Dec,12:24 a.m.,ROOSEVELT BL,1,2,1,0,0,0,1
14-Nov,14:52 p.m.,ALLEGHENY AV,1,2,1,0,0,0,1
14-Dec,17:15 p.m.,STATE RD,2,3,1,0,0,0,1
14-Nov,3:30 a.m.,64TH AV & 5TH ST,1,2,1,0,0,0,1
15-Feb,19:55 p.m.,OREGON AV,1,2,1,0,0,0,1
14-Dec,6:37 a.m.,DUNGAN RD,1,2,1,0,1,1,0
14-Dec,14:29 p.m.,TYSON AV & FRANKFORD AV,1,2,1,0,1,1,0
14-Dec,6:27 a.m.,BORBECK AV & RYAN AV & ROOSEVELT BL,1,2,1,0,1,1,0
14-Dec,2:45 a.m.,ROOSEVELT BL,3,5,1,0,2,1,0
15-Feb,23:13 p.m.,WOODLAND AV,1,2,1,0,1,1,0
15-Feb,11:45 a.m.,3RD ST,1,2,1,0,1,1,0
15-Feb,19:27 p.m.,BROAD ST & WINGOHOCKING ST,1,2,1,0,1,1,0
15-Feb,3:00 a.m.,KIP ST & ALLEGHENY AV,1,2,1,0,1,1,0
15-Feb,14:49 p.m.,TORRESDALE AV & COTTMAN AV,2,3,1,0,1,1,0
15-Feb,99:99 p.m.,17TH ST & CHESTNUT ST,1,2,1,0,1,1,0
15-Feb,18:30 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0
15-Feb,15:58 p.m.,INDIANA ST & 2ND ST,1,2,1,0,1,1,0
15-Feb,12:29 p.m.,RYAN AV,1,2,1,0,1,1,0
15-Feb,99:99 p.m.,WOLF ST,1,2,1,0,1,1,0
15-Feb,2:54 a.m.,33RD ST & POWELTON AV,2,4,1,0,1,1,0
15-Feb,15:34 p.m.,BROAD ST,1,11,1,0,1,1,0
15-Mar,1:14 a.m.,N 24TH ST,1,2,1,0,1,1,0
15-Mar,12:23 p.m.,KENSINGTON AV & LEHIGH AV,1,2,0,1,0,0,1
15-Mar,8:42 a.m.,UNIVERSITY AV,1,3,0,1,1,1,0
15-Mar,99:99 p.m.,BANCROFT ST,1,2,1,0,1,1,0
15-Mar,9:15 a.m.,BUSTLETON AV & NAPFLE AV,1,2,1,0,1,1,0
14-Dec,14:30 p.m.,JEFFERSON ST & BROAD ST,1,2,1,0,1,1,0
15-Mar,8:00 a.m.,2ND ST & NEDRO AV,1,2,1,0,1,1,0
15-Apr,22:15 p.m.,N 5TH ST,1,2,1,0,1,1,0
15-Apr,17:56 p.m.,S NEWKIRK ST,1,2,1,0,1,1,0
15-Apr,4:32 a.m.,BROAD ST,4,3,1,0,2,1,0
15-Mar,15:00 p.m.,EMERALD ST,1,2,0,1,1,1,0
15-Apr,15:00 p.m.,PERCY ST,1,3,1,0,1,1,0
15-Apr,19:03 p.m.,DIAMOND ST & PARK AV,1,2,0,1,1,1,0
15-Apr,18:30 p.m.,57TH ST & LITCHFIELD ST,1,2,1,0,0,0,1
15-Apr,10:29 a.m.,SOUTH ST,1,5,0,2,2,1,0
15-Apr,22:48 p.m.,DELAWARE AV,1,2,1,0,0,0,1
15-Apr,20:00 p.m.,BRILL ST,1,2,1,0,1,1,0
15-Apr,2:40 a.m.,DELAWARE EX,3,10,1,0,1,1,0
15-May,17:25 p.m.,ELEVENTH ST & ARCH ST,1,22,1,0,0,0,1
15-Apr,19:00 p.m.,MASCHER ST,1,3,2,0,1,0,1
15-May,23:44 p.m.,RIDGE AV & GIRARD AV,2,2,0,1,1,0,1
15-May,21:03 p.m.,32ND ST & ALLEGHENY AV,1,2,1,0,1,1,0
15-May,21:10 p.m.,CHURCH ST & TORRESDALE AV,1,2,1,0,1,1,0
15-May,13:02 p.m.,DELAWARE EX,2,2,1,0,2,1,0
15-May,21:28 p.m.,KENSINGTON AV & SERGEANT ST,1,3,1,0,1,1,0
15-May,12:28 p.m.,SPRINGFIELD AV,1,2,1,0,1,1,0
15-May,17:30 p.m.,3RD ST & ALLEGHENY AV,1,2,1,0,1,1,0
15-Jun,18:40 p.m.,CAYUGA ST & 7TH ST,1,2,0,1,0,0,1
15-Jun,8:30 a.m.,M ST,1,3,2,0,2,1,0
15-Jun,20:40 p.m.,ROBERTS AV,1,2,1,0,1,1,0
15-Jun,12:57 a.m.,MARKET ST,1,2,1,0,1,1,0
15-Jun,23:40 p.m.,5TH ST & CECIL B MOORE AV,1,2,0,1,1,1,0
15-Jun,22:05 p.m.,ERIE AV,1,2,0,1,0,0,1
15-Jul,23:30 p.m.,CHRISTOPHER COLUMBUS BL,1,4,2,0,2,1,0
15-Jun,12:10 a.m.,SCHUYLKILL EX,1,6,1,0,1,1,0
15-Jul,1:08 a.m.,WALNUT ST & 11TH ST,1,2,1,0,0,0,1
15-Jul,8:30 a.m.,22ND ST & MARKET ST,1,2,0,1,1,1,0
15-Jul,15:45 p.m.,7TH ST & ALLEGHENY AV,1,2,1,0,1,1,0
15-Jul,13:00 p.m.,N 2ND ST,1,2,0,1,0,0,1
15-Jul,16:00 p.m.,LANCASTER AV & 59TH ST,1,2,1,0,1,1,0
15-Jul,8:00 a.m.,K ST & ERIE AV,1,2,1,0,1,1,0
15-Aug,16:32 p.m.,LAMBERT ST,1,2,1,0,1,1,0
15-Jul,15:43 p.m.,WALNUT ST,1,2,1,0,1,1,0
15-Aug,16:14 p.m.,BENJAMIN FRANKLIN PY,1,8,0,1,1,1,0
15-Aug,3:30 a.m.,HENRY AV,1,3,1,0,0,0,1
15-Aug,9:45 a.m.,RACE ST & FRANKLIN ST,1,2,1,0,0,0,1
15-Aug,18:57 p.m.,MAGEE ST & SYLVESTER ST,4,2,1,0,1,1,0
15-Aug,16:26 p.m.,18TH ST & FONTAIN ST,1,2,1,0,1,1,0
15-Aug,19:20 p.m.,GIBBS PL,1,2,1,0,1,1,0
15-Aug,17:09 p.m.,SOUTH ST & RAMP RD &,1,2,0,1,1,1,0
15-Aug,99:99 p.m.,BROAD ST,1,4,1,0,1,1,0
15-Aug,21:40 p.m.,WASHINGTON AV,1,2,1,0,1,1,0
15-Aug,12:10 a.m.,TWENTYSECOND ST & BENJAMIN FRANKLIN PY,1,2,0,1,1,1,0
15-Jun,21:15 p.m.,MARKET ST & 18TH ST,1,2,1,0,1,1,0
15-Aug,19:49 p.m.,SYLVANIA ST,1,2,1,0,1,1,0
15-Aug,20:30 p.m.,AMERICAN ST & DUNCANNON ST,1,2,0,1,1,1,0
15-Aug,23:50 p.m.,PASSYUNK AV,1,2,1,0,1,1,0
15-Aug,12:04 p.m.,GERMANTOWN AV,1,3,0,1,1,1,0
15-Sep,22:01 p.m.,WYNNEFIELD AV,1,2,0,1,0,0,1
15-Sep,4:30 a.m.,BROAD ST & ARCH ST,1,3,2,0,1,0,2
15-Sep,3:00 a.m.,LOCUST ST & 13TH ST,1,2,1,0,1,1,0
15-Sep,16:45 p.m.,RIDGE AV,1,2,1,0,1,1,0
15-Sep,21:43 p.m.,ARAMINGO AV,1,2,1,0,0,0,1
15-Sep,2:15 a.m.,CHRISTOPHER COLUMBUS BL,1,2,1,0,1,1,0
15-Sep,21:00 p.m.,GERMANTOWN AV,1,2,1,0,0,0,1
15-Oct,22:40 p.m.,B ST & ONTARIO ST,1,2,1,0,0,0,1
15-Oct,17:25 p.m.,WAGNER AV,1,2,1,0,1,1,0
15-Oct,22:25 p.m.,43RD ST & OGDEN ST,1,2,1,0,1,1,0
15-Sep,20:40 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
15-Sep,17:15 p.m.,S 21ST ST,1,2,1,0,0,0,1
15-Sep,3:10 a.m.,WOODLAND AV & 47TH ST,1,2,0,1,1,1,0
15-Oct,16:49 p.m.,FIFTH ST & GODFREY AV,1,3,2,0,2,1,0
15-Oct,16:01 p.m.,THOURON AV & E SEDGWICK ST,1,2,1,0,1,1,0
15-Oct,20:23 p.m.,STATE RD,1,2,1,0,0,0,1
15-Oct,14:15 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1
15-Oct,99:99 p.m.,ALLEGHENY AV,1,2,1,0,1,1,0
15-Oct,9:45 a.m.,BROAD ST,1,3,0,1,1,1,0
15-Oct,13:00 p.m.,CHESTNUT ST & 12TH ST,1,2,1,0,1,1,0
15-Oct,6:40 a.m.,ROOSEVELT BL & WELSH RD,1,2,1,0,1,1,0
15-Oct,1:14 a.m.,SPRING GARDEN ST,1,3,1,0,1,1,0
15-Oct,5:57 a.m.,BROAD ST & CATHARINE ST,1,2,1,0,1,1,0
15-Oct,15:44 p.m.,CASKEY ST,1,4,1,0,1,1,0
15-Nov,20:05 p.m.,SIXTYTHIRD ST,1,2,1,0,0,0,1
15-Nov,1:39 a.m.,TORRESDALE AV,1,2,1,0,0,0,1
15-Nov,3:35 a.m.,HENLEY ST & HANSBERRY ST,1,2,1,0,1,1,0
15-Nov,99:99 p.m.,CEDAR ST,1,2,1,0,1,1,0
15-Nov,17:00 p.m.,HAVERFORD AV,2,4,1,0,3,1,0
15-Oct,20:00 p.m.,S 30TH ST,1,2,1,0,1,1,0
15-Nov,18:25 p.m.,BUSTLETON AV,1,3,2,0,2,1,0
15-Nov,10:40 a.m.,TULIP ST & ALLEGHENY AV,1,2,1,0,1,1,0
15-Nov,8:24 a.m.,42ND ST & WESTMINSTER AV,1,2,1,0,1,1,0
15-Nov,18:10 p.m.,5TH ST & LUZERNE ST,1,2,1,0,1,1,0
15-Jan,15:49 p.m.,BROAD ST,1,3,1,0,1,1,0
14-Mar,15:30 p.m.,21ST ST & SUSQUEHANNA AV,1,2,1,0,1,1,0
15-Dec,15:25 p.m.,BROAD ST,1,2,1,0,1,1,0
15-Dec,17:30 p.m.,ARAMINGO AV,1,2,1,0,1,1,0
15-Nov,4:36 a.m.,BROAD ST,1,4,1,0,3,0,1
15-Nov,6:23 a.m.,W GURNEY ST,1,2,1,0,0,0,1
15-Dec,18:52 p.m.,CHRISTIAN ST,1,2,1,0,1,1,0
15-Nov,13:38 p.m.,PARKSIDE AV,1,2,0,1,0,0,1
15-Nov,9:10 a.m.,54TH ST & WOODLAND AV,2,3,1,0,2,0,1
15-Dec,7:20 a.m.,WOODLAND AV & S 58TH ST,1,2,0,1,1,1,0
15-Dec,17:23 p.m.,NOLAN ST & THOURON AV,1,2,1,0,0,0,1
15-Dec,21:00 p.m.,JUNIPER ST & CHESTNUT ST,1,2,1,0,1,1,0
15-Nov,21:21 p.m.,FRONT ST & GIRARD AV,1,3,2,0,1,1,0
15-Dec,17:04 p.m.,CHRISTOPHER COLUMBUS BL,1,2,1,0,1,1,0
15-Dec,19:28 p.m.,FORTYSECOND ST & BALTIMORE AV & CHESTER AV,1,2,1,0,1,1,0
15-Aug,17:05 p.m.,SOUTH ST & RAMP RD,1,2,0,1,1,1,0
15-Dec,5:39 a.m.,HARBISON AV & ROOSEVELT BL,1,2,1,0,0,0,1
16-Jan,6:40 a.m.,BUSTLETON AV & MOWER ST,1,2,1,0,0,0,1
15-Dec,18:30 p.m.,BYBERRY RD & PROCTOR RD,2,5,1,0,0,0,1
16-Jan,8:00 a.m.,E WESTMORELAND ST & KENSINGTON AV & I ST,1,2,1,0,1,1,0
16-Jan,2:54 a.m.,5TH ST & HUNTING PARK AV,1,2,1,0,1,1,0
16-Jan,12:47 a.m.,HANCOCK ST & LEHIGH AV,1,2,1,0,1,1,0
16-Jan,17:33 p.m.,CHRISTOPHER COLUMBUS BL & TASKER ST,1,2,1,0,0,0,1
16-Jan,20:22 p.m.,BROAD ST,1,2,1,0,1,1,0
16-Jan,20:13 p.m.,CASTOR AV,1,2,1,0,1,1,0
16-Feb,12:30 p.m.,7TH ST,1,2,1,0,1,1,0
16-Jan,16:30 p.m.,WASHINGTON AV,1,2,0,1,1,1,0
16-Mar,15:48 p.m.,CECIL B MOORE AV,1,2,1,0,1,1,0
16-Feb,15:04 p.m.,JEFFERSON ST & 11TH ST,1,2,1,0,1,1,0
16-Feb,18:11 p.m.,63RD ST,2,1,1,0,1,1,0
16-Feb,21:00 p.m.,BUSTLETON AV,1,3,1,0,0,0,1
16-Feb,18:30 p.m.,BROAD ST & ALLEGHENY AV,1,2,1,0,1,1,0
16-Jan,19:30 p.m.,RICHMOND ST & CUMBERLAND ST,1,2,1,0,1,1,0
16-Mar,18:55 p.m.,ONTARIO AV & B ST,1,4,3,0,3,2,0
16-Feb,19:10 p.m.,LARCHWOOD AV & 50TH ST,1,2,0,1,1,1,0
16-Mar,18:31 p.m.,22ND ST,1,2,1,0,2,1,0
16-Mar,5:30 a.m.,E TIOGA ST,1,6,1,0,1,1,0
16-Mar,2:02 a.m.,FRANKFORD AV,1,2,0,1,0,0,1
16-Feb,19:03 p.m.,STENTON AV,1,2,1,0,0,0,1
16-Feb,20:08 p.m.,HARBISON AV & ROOSEVELT BL,2,7,1,0,0,0,1
16-Mar,13:34 p.m.,GRANGE AV,1,2,1,0,1,1,0
16-Mar,19:20 p.m.,ROCKWELL ST,1,2,1,0,1,1,0
16-Mar,20:25 p.m.,ROOSEVELT BL,1,2,1,0,2,1,0
16-Mar,16:58 p.m.,WHARTON ST & 9TH ST,3,2,1,0,1,0,1
16-Mar,20:05 p.m.,SPRINGFIELD AV & 56TH ST,1,2,1,0,1,1,0
16-Apr,17:15 p.m.,42ND ST & CHESTER AV & BALTIMORE AV,1,4,0,1,1,1,0
16-Mar,10:53 a.m.,COTTMAN AV & ROOSEVELT BL,1,2,1,0,1,1,0
16-Apr,9:44 a.m.,MOUNT VERNON ST & BROAD ST,1,2,1,0,1,1,0
16-Mar,20:05 p.m.,LINDBERGH BL,2,6,1,0,0,0,1
